Id del anuncio,Título,Tipo de inmueble,Descripción,Dirección,Barrio,Municipio,Distrito,Habitaciones,Baños,Metros cuadrados construidos,Planta,Ascensor (Sí/No),Obra nueva (Sí/No),Piscina (Sí/No),Terraza (Sí/No),Parking (Sí/No),Parking incluido en el precio (Sí/No),Aire acondicionado (Sí/No),Trastero (Sí/No),Jardín (Sí/No),Precio,Grupo
105171508,"Chalet adosado en calle Villalbarba, 10",Chalet,"RE/MAX PISUERGA, desde 1998 en Valladolid (Plaza de Poniente, 6) VENDE CHALET ADOSADO EN LAS VILLAS CON PISCINA, 4 dormitorios, 3 baños, plaza de garaje y bodega. Si deseas residir en una zona tranquila, rodeada de naturaleza y sin salir de Valladolid, LAS VILLAS"" es el lugar ideal. Su ubicación privilegiada, cercana al centro comercial Vallsur y todos los servicios necesarios para la vida diaria, la convierte en una opción inmejorable. Planta calle:  Al entrar, nos recibe un amplio porche con toldo, perfecto para disfrutar al aire libre, que da acceso directo y seguro a las áreas comunes (piscina, columpio, zonas verdes.. . ). La cocina, espaciosa y luminosa gracias a un gran ventanal que comunica con el porche, permite comer en ella cómodamente. A continuación, encontramos el salón con su zona de comedor, desde el cual se accede a una terraza en la parte trasera de la vivienda, ofreciendo una gran privacidad. En esta planta también hay un aseo. Planta primera: Es la zona de descanso donde hay un dormitorio principal con un baño completo en suite y otros dos dormitorios que comparten el otro baño completo con bañera. En esta planta disponemos de aire acondicionado. Los tres dormitorios tienen armarios empotrados. Planta segunda: Nos encontramos en la parte de arriba con un bajocubierta con acceso a una espaciosa terraza solarium. Podemos utilizarla como dormitorio, zona de trabajo, gimnasio, zona de juegos, etc. Planta sótano: Plaza de garaje con puerta automática para dos coches y una preciosa BODEGA con chimenea donde disfrutar en familia y con amigos, desde donde puedes salir directamente por la parte trasera de la vivienda. La calefacción es de gas natural.  En cuanto al transporte, ""LAS VILLAS"" dispone de autobús urbano, llegando en poco minutos al centro de la ciudad. Si necesita financiación nosotros le ayudaremos a conseguirla gracias a los acuerdos que tenemos con las diferentes entidades financieras. NOTA: Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. El texto que se ofrece, junto con fotos y croquis del inmueble, está destinando a su uso como instrumento informativo. No tiene validez jurídica ninguna. No deje pasar la oportunidad de visitar este magnífico CHALET EN VALLADOLID. ¡Quedará encantado! Llámenos y se lo enseñaremos sin ningún compromiso. ¡Le esperamos!""","calle Villalbarba, 10",-,Valladolid,Las Villas - Valparaíso,4,3,240,-,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,350000,15
105205828,"Casa de pueblo en Corro pequeño, 2",Casa Rural,"Si estás buscando un lugar tranquilo y con encanto para vivir o pasar tus vacaciones y fines de semana, ¡NO ESPERES MÁS! Te presento tu nuevo hogar. En REMAX PISUERGA, desde 1998 en Valladolid, Tenemos en venta la casa perfecta para que la reformes a tu gusto y puedas disfrutarla con tu familia.  Se trata de una CASA DE PUEBLO junto a la iglesia de Urueña, La Villa del Libro, catalogado como uno de los pueblos más bonitos de España. Es el lugar perfecto para los amantes de la literatura y la historia, donde cada esquina parece sacada de un cuento. Vive la experiencia de residir en un pueblo con una auténtica esencia rural y descubre la belleza de sus calles empedradas y sus impresionantes vistas al paisaje castellano, a tan solo media hora de Valladolid. La casa, de 2 plantas, cuenta con 6 habitaciones de gran tamaño y 1 baño. Tiene un patio encantador en la parte posterior de la casa, con acceso desde la calle, con espacio para cochera y jardín. Actualmente tiene una construcción de 2 plantas que puedes utilizar como almacén o merendero.  No pierdas la oportunidad de vivir aquí. Es el hogar perfecto que estabas esperando encontrar, no dudes en visitarlo. ¡Te va a encantar! Llámanos para concertar una visita sin compromiso, y te ayudaremos en lo que necesites. RE/MAX Finance a través de convenios nacionales con las principales entidades bancarias, permite que nuestros clientes disfruten de mejores condiciones de financiación del mercado, y además, con la fórmula COMPRA+REFORMA tenemos la posibilidad de sumar los costes de la reforma de la vivienda a la hipoteca de compra. NOTA: El contenido que ofrece este anuncio, junto con las fotos y el croquis del inmueble es meramente informativo, no contractual ni vinculante y carece de validez jurídica.","Corro pequeño, 2",-,Urueña,-,6,1,178,-,No,No,No,No,No,No,No,Sí,Sí,200000,18
104638751,Piso en nebulosa s/n,Piso,"NUEVA PROMOCIÓN, LANDCO ANDRÓMEDA SANTOS PILARICA. Hasta 90% de financiación con Banco Santander, con la garantía de LandCo, sociedad perteneciente del Grupo Santander. La promoción cuenta con 56 viviendas, de entre 1, 2 y áticos de 3 dormitorios, para que el cliente pueda elegir según sus gustos y necesidades, todas las viviendas cuentan con garaje, trastero y terraza, y además para el para el disfrute de toda la familia, dispone de una magnífica zona comunitaria, con área de juegos infantiles, zonas verdes y piscina. LANDCO ANDRÓMEDA SANTOS PILARICA, se encuentra ubicada en la zona de Los Santos Pilarica, en Valladolid, zona de nueva expansión más atractiva por su moderno concepto urbanístico, con amplias aceras y zonas verdes. Es un lugar perfectamente comunicado gracias al paso subterráneo de la calle Andrómeda que permite una rápida conexión con tránsito peatonal y de vehículos con el otro lado de la línea de Alta Velocidad, donde se encuentra el Campus Universitario de Valladolid y la proximidad al centro de Valladolid. Un espacio perfecto para vivir y disfrutar de un entorno urbano de calidad con todos los servicios necesarios a un paso, colegios, institutos, centros de salud, supermercados, centros deportivos. Y tú ¿cómo quieres vivir?.",nebulosa s/n,-,Valladolid,Belén - Pilarica - Bº España,2,2,92,Bajo,Sí,Sí,No,No,Sí,Sí,No,Sí,No,209000,23
100213707,"Piso en avenida del Estadio, 27",Piso,"REMAX PISUERGA desde 1998 en Valladolid, ofrece este piso sólo para INVERSORES en Laguna de Duero. El piso se vende con inquilinos, por tanto es ideal para inversión, sin reformas y te generará ingresos desde el primer día.  LA VIVIENDA Consta de 3 habitaciones, salón, 2 baños, cocina, lavandería y terraza. Está en perfecto estado. Además tiene trastero y plaza de Garaje. El piso está totalmente amueblado, en perfectas condiciones, con cocina equipada y una gran terraza, los pisos con terraza tienen una mayor demanda. Tiene contrato en vigor de alquiler desde Abril de 2022. Tiene calefacción de gas individual.  EL ENTORNO En el entorno disfrutarás de tener todos los servicios a tu alcance, cerca de zonas comerciales, zonas de ocio e infantil, muy bien comunicada ya que tiene la parada de autobús a Valladolid en la misma calle, colegios y en una de las zonas con mayor proyección de la provincia de Valladolid. FINANCIACIÓN Si necesita financiación para la compra, no se preocupe podemos ayudarle a conseguirla en unas condiciones inmejorables gracias a los acuerdos que nuestra compañía tiene con diferentes entidades financieras. Posibilidad del 100% según perfil del cliente. ¡Que no se lo quiten! Visita el tour virtual 3d y si te gusta, pide visita presencial sin compromiso. Es hora de invertir en tu futuro.","avenida del Estadio, 27",-,Laguna de Duero,-,3,2,105,1,Sí,No,No,Sí,Sí,Sí,No,Sí,No,149000,11
99044769,"Caserón en calle Sauce, 116",Casa Rural,"Remax Pisuerga desde 1998 en Valladolid le ofrece este chalet independiente de las siguientes características.    Parcela de 2165 metros.  Vivienda de 101 metros.  Aparcamiento 110 metros.  Zona deportiva 2000 metros.    LA VIVIENDA   Se encuentra situada en la Calle Sauce en la urbanización Los Álamos en Castronuevo de Esgueva. Se distribuye en una única planta.   En esta planta encontramos el hall desde donde accedemos al salón, desde el salón tenemos entrada a la cocina aunque también tiene acceso independiente, tres dormitorios con ventanales de aluminio, la cocina de con muebles altos y bajos y los electrodomésticos habituales, desde la cocina se accede a una buhardilla que no se encuentra acondicionada pero con acceso desde la vivienda y un cuarto de baño con bañera. Desde el hall tenemos acceso mediante una puerta con llave al garaje que se encuentra en la planta baja y a la bodega.  En la planta sótano tenemos el garaje, la bodega y un baño.    CALIDADES    Los suelos son de gres, ventanas de aluminio.     EL JARDIN   Con agua de pozo, perrera, gallinero, una caseta para cuarto de herramientas, merendero, diferentes puntos de agua, huerta, y diferentes árboles frutales como higueras, viñas, manzanos, etc.    FINANCIACIION   Si necesitas financiación puedo ayudarte a conseguir hasta el 100% gracias a los acuerdos que nuestra compañía tiene con diferentes entidades financieras. NOTA: Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. El texto que se ofrece, junto con fotos y croquis del inmueble, está destinando a su uso como instrumento informativo. No tiene validez jurídica ninguna. ”.    No lo dudes solicita una visita sin compromiso. Es una urbanización consolidada a escasos 15 minutos de Valladolid, y rodeada de servicios, dada la proximidad de Renedo de Esgueva con Centros de enseñanza, centro de Salud, Piscina cubierta y zonas deportivas y culturales sin perder de vista el centro de interpretación del Valle de Esgueva, El Valle de los Sentidos y la senda verde que transcurre paralela al Esgueva y que lleva a entornos medievales como el Castillo de Villafuerte, con sus espectaculares atardeceres y el de Encina de Esgueva, además de ser una de las puertas de entrada a la afamada ruta de las Bodegas de Ribera del Duero.","calle Sauce, 116",-,Castronuevo de Esgueva,-,3,2,234,-,No,No,No,No,Sí,Sí,No,Sí,Sí,200000,12
101750764,"Chalet pareado en calle Goyescas, 2",Chalet,"Mira qué casa más acogedora. Cuando entras en ella, lo primero que percibes es lo mimadísima que está. En cada detalle, está perfecta. Impecable diría yo. Se respira hogar. Lee con atención esta descripción, y disfruta con el vídeo, por favor (no te vayas sin verlo:) Esta es una gran casa. Situada en esquina, pareada tan sólo por el garaje, lo que la hace casi independiente"". Muy bien mantenida, con estancias reformadas, un buen jardín, una bodega fabulosa y unas dimensiones bien compensadas. Y un buen punto a favor, la parada de autobús, en la puerta y cada media hora. Para mantenerla al día, se ha reformado la cocina completa que es prácticamente nueva, así como dos baños con un estilo muy actual. El suelo de los dormitorios está recién barnizado, la caldera se ha cambiado en el 2021 y la bodega se reformó haciendo una zona social y de cine con proyector muy divertida.  Nos gusta lo acogedora que resulta. En la planta baja, donde se encuentra la zona de día, hay un dormitorio y baño completo. Eso siempre viene muy bien. El salón en forma de ele, es amplio y está dividido en tres estancias: descanso con sofás, comedor con ventanal al fondo muy agradable y salida directa al jardín y zona de chimenea y tv con chaise longe. El porche es muy acogedor y cubierto con toldos que permiten alargar su disfrute. En origen tenía 5 dormitorios (reversible si lo necesitas). Ahora son 4 en total. La suite principal se ha unido al contiguo obteniendo un vestidor enorme y su baño completo. En la planta primera está esta zona de descanso que le da servicio otro baño más. La planta sótano está dividida en tres, la zona social toda en blanco con suelo laminado y zona de bar, una sala de almacenaje y otra en bruto que bien podría ser un buen gimnasio o darle cualquier otro uso. Los suelos de la vivienda combinan la madera y el mármol en recibidor y escalera. La carpintería exterior es de aluminio lacado en blanco con climalit con ventanas oscilobatientes, y las puertas interiores son de madera maciza. La vida en Fuente Berrocal, es agradable. Una zona residencial, bien comunicada, con zona de restauración y tienda de alimentos para el día a día. Piscina comunitaria tranquila en el centro de la urbanización. También tiene la opción de acceso a las zonas deportivas y de piscinas de Fuente Berrocal (te amplío la información si te interesa). Y si quieres otro club deportivo, también tienes el Club de Campo la Galera bien cerquita. Si estás en búsqueda de una buena casa con jardín y piscina, cerquita de Valladolid, y bien comunicada, llámanos y ven a conocerla en persona. En REMAX Pisuerga, somos veteranos, somos grandes. Encantados de recibirte. NOTA: La información, fotografías y croquis del inmueble en este anuncio tienen un fin únicamente informativo, no contractual ni vinculante, careciendo de validez jurídica.""","calle Goyescas, 2",-,Valladolid,La Victoria - El Cabildo,4,3,339,-,No,No,Sí,No,Sí,Sí,No,Sí,Sí,498000,21
105791846,Chalet en calle Real,Chalet,"Casa solariega en venta en el municipio de Iscar (Valladolid). Situada en el centro de la localidad, en una zona tranquila, pero rodeada de todos los servicios. Configurada en dos plantas, con varios salones, amplio hall, cocina, despensa, siete dormitorios y cinco baños. Con jardín. Para reformar. Consúltenos condiciones!",calle Real,-,Iscar,-,7,5,773,-,No,No,No,No,No,No,No,No,No,190000,4
104638864,Piso en nebulosa s/n,Piso,"NUEVA PROMOCIÓN, LANDCO ANDRÓMEDA SANTOS PILARICA. Hasta 90% de financiación con Banco Santander, con la garantía de LandCo, sociedad perteneciente del Grupo Santander. La promoción cuenta con 56 viviendas, de entre 1, 2 y áticos de 3 dormitorios, para que el cliente pueda elegir según sus gustos y necesidades, todas las viviendas cuentan con garaje, trastero y terraza, y además para el para el disfrute de toda la familia, dispone de una magnífica zona comunitaria, con área de juegos infantiles, zonas verdes y piscina. LANDCO ANDRÓMEDA SANTOS PILARICA, se encuentra ubicada en la zona de Los Santos Pilarica, en Valladolid, zona de nueva expansión más atractiva por su moderno concepto urbanístico, con amplias aceras y zonas verdes. Es un lugar perfectamente comunicado gracias al paso subterráneo de la calle Andrómeda que permite una rápida conexión con tránsito peatonal y de vehículos con el otro lado de la línea de Alta Velocidad, donde se encuentra el Campus Universitario de Valladolid y la proximidad al centro de Valladolid. Un espacio perfecto para vivir y disfrutar de un entorno urbano de calidad con todos los servicios necesarios a un paso, colegios, institutos, centros de salud, supermercados, centros deportivos. Y tú ¿cómo quieres vivir?.",nebulosa s/n,-,Valladolid,Belén - Pilarica - Bº España,1,1,56,2,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,154000,5
100885503,"Casa independiente en Río Tajo, 82",Chalet,"REMAX PISUERGA desde 1998 en Valladolid, VENDE casa independiente con un estilo único en la urbanización El Soto, Aldeamayor de San Martín. ¿Está buscando una casa independiente con una parcela no demasiado grande, con estancias amplias y luminosas, a 20 km de Valladolid por la autopista A-601? Continua leyendo y sorpréndete. LA VIVIENDA Se distribuye en tres plantas, con 5 habitaciones, 4 baños, 1 aseo, cocina independiente, salón comedor, bodega, garaje y jardín independiente. 356 m² construidos en una parcela de 713 m². A tan sólo 2 km de Aldeamayor de San Martín, en una urbanización muy tranquila y con vistas al espacio natural de la arenera de Compasco. PLANTA BAJA: Un amplio recibidor que nos da acceso a la cocina, al salón comedor, a un baño y a una zona de descanso con 2 amplios dormitorios con armarios empotrados y 1 dormitorio en suite con vestidor, y baño con plato de ducha y bañera. - Cocina amplia de 17 m² e independiente, con un almacén. - Salón comedor muy amplio, de más de 37 m², con vistas despejadas y con acceso a la terraza trasera y al jardín. En la terraza tenemos una barbacoa de caravista y en el jardín un horno de barro. -Un espacioso baño con plato de ducha con mampara.  ZONA DE DESCANO PLANTA BAJA  - Dos amplios dormitorios con armario empotrado de 4 puertas cada uno, de 13 y 17 m².  - Un dormitorio en suite de más de 17 m² con vestidor, armario empotrado de 3 módulos con 6 puertas y baño con plato de ducha y bañera. PRIMERA PLANTA: Según se accede a la primera planta accedemos a un distribuidor que nos lleva un baño y a dos habitaciones, una de ellas con terraza. - Un dormitorio de 17 m² con armario empotrado de 4 puertas y acceso a una terraza de unos 12 m². - Una estancia de 13 m² que se puede usar como habitación, despacho, sala de juegos... -Un baño con plato de ducha. PLANTA SÓTANO: En esta planta nos encontramos dos aseos, uno con urinarios y otro con taza de wáter, un almacén o lavadero con puntos de agua y desagües en el que se puede montar otra cocina auxiliar para la enorme bodega de 69 m² que tenemos y un garaje de 56 m² con puerta automatizada con capacidad de sobra para dos vehículos. CARACTERÍSTICAS DE LA CASA: - Ventanas de aluminio, lacadas en blanco, con cristales climalit de 12 mm. - Suelo radiante en los suelos de la planta baja y la primera planta. - Radiadores toalleros en los baños de la planta baja. - Amplias estancias y gran capacidad de almacenaje por sus armarios empotrados. - Preinstalación para chimenea en la bodega. - Barbacoa de caravista y horno de barro. FINANCIACIÓN Si necesita financiación, no se preocupe, podemos ayudarle a conseguirla en unas condiciones inmejorables gracias a los acuerdos que nuestra compañía tiene con diferentes entidades financieras. Posibilidad del 100%.  ¡Que te lo quiten! Visita el tour virtual desde el sofá de tu salón y si te gusta, pide visita presencial sin compromiso.  Este piso lo comercializa en exclusiva REMAX PISUERGA, primera franquicia REMAX en Valladolid. Plaza Poniente 6. Valladolid. ( ) / Avda. del Estadio 19. Laguna de Duero ( ) RE/MAX Finance a través de convenios nacionales con las principales entidades bancarias permite que nuestros clientes disfruten de mejores condiciones de financiación del mercado, y además, con la fórmula COMPRA+REFORMA tenemos la posibilidad de sumar los costes de la reforma de la vivienda a la hipoteca de compra. NOTA: Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. El texto que se ofrece, junto con fotos y croquis del inmueble, está destinando a su uso como instrumento informativo. No tiene validez jurídica ninguna.","Río Tajo, 82",-,Aldeamayor de San Martin,-,5,5,356,-,No,No,No,Sí,Sí,Sí,No,Sí,Sí,259900,10
104707206,"Chalet adosado en calle Padilla, 15",Chalet,"Remax Pisuerga, desde 1998 en Valladolid, ofrece este chalet en La Seca, un municipio muy tranquilo para vivir, cerca de Medina del Campo y Valladolid. LA VIVIENDA Se distribuye en dos plantas Planta baja: Encontramos recibidor, pasillo con acceso a todas estancias, como dormitorio, salón y cocina, la vivienda queda totalmente vacía, el baño completamente amueblado, con ducha, la cocina con muebles altos, bajos y electrodomésticos, con grandes ventanales, desde la cocina tenemos acceso al patio y al garaje. Planta primera: Dos habitaciones y un baño, el baño completamente amueblado, con ducha. La vivienda da a dos calles, por la calle principal tiene acceso a la vivienda y por la otra calle tiene acceso al garaje. GARAJE Para dos vehículos, con una gran puerta de entrada, y acceso peatonal. CALIDADES La vivienda cuenta con ventanas de aluminio con climalit, puertas de madera en el interior y de seguridad en la entrada, subida de la escalera a la planta primera de mármol, calefacción de gasóleo y suelos de gres. LA ZONA En la zona podrá encontrar todos los servicios necesarios para el día a día, como farmacia, colegio, supermercados, centro de salud, tiendas, bares, parques infantiles, piscinas municipales, zonas deportivas etc y ha escasos 100 metros la plaza mayor del pueblo. FINANCIACION Si necesitas financiación en Remax Pisuerga podemos ayudarte a conseguir el 100% gracias a los acuerdos que nuestra compañía tiene con diferentes entidades financieras. NOTA: Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. El texto que se ofrece, junto con fotos y croquis del inmueble, está destinando a su uso como instrumento informativo. No tiene validez jurídica ninguna.","calle Padilla, 15",-,La Seca,-,4,2,176,-,No,No,No,Sí,Sí,Sí,No,Sí,Sí,115000,10
100638013,"Casa independiente en calle Madroño, 71",Chalet,"¿Buscas una vivienda amplia, individual, que convine el placer de vivir en un entorno tranquilo y despejado, cercano a la naturaleza y que a la vez disponga de la comodidad de vivir cerca de la ciudad? ¡No busques más! ¡Esta es tu casa! Remax Pisuerga desde 1998 en Valladolid, te presenta una amplia Vivienda-chalet individual, de 4 dormitorios, uno de ellos situados en la planta baja y con una bodega acondicionada en la planta semisótano de la misma   EMPLAZAMIENTO Situada al sur de la ciudad en la zona de Covaresa, dentro de la urbanización “Pinar de Villanueva”, en una parcela con una superficie de 325 m2. Esta urbanización,tiene fácil acceso y comunicaciones, a través cercana ronda VA30, y hacia el centro de la ciudad comunicando rápidamente con el Paseo Zorrilla.  Una de las mejores zonas residenciales de Valladolid. Próxima a centros comerciales y de ocio. Parada de bus a pocos metros. Zona tranquila y bien comunicada, carril bici, dispone de zonas deportivas. Cercana también al Pinar de Antequera y Club Hípico DISTRIBUCIÓN DE LA VIVIENDA La vivienda se desarrolla en tres plantas PLANTA BAJA  Con una superficie de 92 m2. Vestíbulo y distribuidor de entrada, desde el que se accede a la cocina y al dormitorio de planta baja (ahora despacho). Seguidamente pasamos a un segundo distribuidor, en el que se encuentra la escalera que une todas las plantas de la casa y al baño de este nivel. Desde este mismo distribuidor, a través de una puerta doble accedemos al amplio salón-comedor, autentica estancia “estrella” de la casa, diseñada para disfrute de la misma, amplitud, chimenea y amplios ventanales hacen el resto.  PLANTA 1ª Tiene una superficie de 85,00 m2 construidos. Un distribuidor de planta vertebra este nivel, desde el que se accede a los tres dormitorios, uno de ellos tipo suite con baño propio y un amplio vestidor. Se completa esta planta con otro baño completo. En este nivel dispone de una terraza en la fachada posterior a la que se accede desde uno de los dormitorios de esta zona. PLANTA SEMISITANO Con una superficie de 136 m2 construidos, consta de varias dependencias. Un garaje al que se accede mediante rampa, con capacidad para dos vehículos, dispone de dependencias anejas a modos de trasteros-almacén.  En la parte delantera de este nivel, se sitúa una coqueta bodega acondicionada a tal efecto, así como una zona contigua de lavadería ALGUNAS CALIDADES DE LA VIVIENDA: Además de los que ves en las fotos resaltamos. -Caldera individual de gas natural -Radiadores de aluminio  - Cocina amueblada con muebles altos y bajos- - Electrodomésticos -Carpintería mixta de aluminio-madera -Vidrios dobles y mosquiteras en ventanas -Suelos cerámicos en planta baja, y tarima en planta primera y bajocubierta -Paredes con pintura lisa -Puerta de entrada de seguridad -Puertas en madera de roble -Armarios empotrados en todos dormitorios equipados -Puerta de acceso a garaje elevable - Chimenea en salón - Aire acondicionado en salón y uno de los dormitorios - Chimenea-barbacoa en bodega de sótano - Plancha, cocina de gas, lavavajillas en bodega - Lavadora, secadora, arcón frigorífico en sótano NOTA: Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. El texto que se ofrece, junto con fotos y croquis del inmueble, está destinando a su uso como instrumento informativo. No tiene validez jurídica ninguna.”.","calle Madroño, 71",-,Valladolid,Covaresa - Parque Alameda,4,3,313,-,No,No,No,Sí,Sí,Sí,Sí,No,Sí,415000,13
101296873,"Casa independiente en plaza Marques De La Ensenada, 4",Chalet,"RE/MAX Pisuerga, desde 1998 en Valladolid, presenta esta espléndida vivienda unifamiliar en el centro de Medina del Campo.  Esta vivienda compuesta por cuatro plantas está distribuida de la siguiente forma:  *PLANTA SÓTANO: Compuesta por acceso a la Bodega, VESTÍBULO de independencia, cuarto para el DEPOSITO DE GASOIL, DEPÓSITO DE AGUA y BODEGA.  Superficie útil 104 m2.  * PLANTA BAJA: Compuesta por portal, distribuidor, vestíbulo y cuarto de caldera.  Superficie útil 32 m2.  *PLANTA PRIMERA: Compuesta por VESTIBULO, DESPACHO, SALON-COMEDOR, COCINA - COMEDOR, LAVADERO, DESPENSA Y ASEO Y TERRAZA.  Superficie útil 147 m2.  *PLANTA SEGUNDA: Compuesta por DISTRIBUIDOR, CUATRO DORMITORIOS Y TRES BAÑOS. Superficie útil 134 m2.   *PLANTA BAJO CUBIERTA: Compuesta por DISTRIBUIDOR, LOCAL SIN DISTRIBUIR Y BAÑO. Superficie útil 107 m2. *GARAJE: Superficie útil 131 m2. *PATIO: Superficie útil 84 m2. Situada a escasos metros del centro de la plaza. Zona familiar con todos los servicios cercanos, Ayuntamiento, Colegios, Centros comerciales, Zona de Social. Esta es la vivienda que estás buscando no dudes en contactar con nosotros, ponemos a tu disposición todos los servicios que te presta nuestra IMNOBILIARIA. Asesoramiento, Financiación, etc.. . Esteremos encantados de atender tus necesidades. PRECIO NEGOCIABLE.","plaza MARQUES DE LA ENSENADA, 4",-,Medina del Campo,-,5,4,716,-,No,No,No,Sí,Sí,Sí,Sí,Sí,No,650000,20
103695645,"Chalet pareado en calle Pío Basanta, 86",Chalet,"Remax Pisuerga desde 1998 en Valladolid, ofrece esta vivienda (tipo casa molinera) en Mojados. LA VIVIENDA 239 metros construidos sobre parcela de 415 metros. Se distribuye en dos edificaciones (una registrada como vivienda y otra como nave), más el patio, la piscina y cuarto de la depuradora. En la casa principal encontramos 4 habitaciones, salón con acceso a la bodega, bodega subterránea con chimenea, comedor, cocina y baño. La cocina es la que nos da salida a la piscina y el patio.  Al final del patio hay otra construcción de tres dormitorios y un baño. CALIDADES Dispone de puerta de seguridad en la entrada y de madera en el interior de la vivienda, suelos de gres, ventanas de aluminio con climalit. El patio está embaldosado y tiene un cuarto donde se encuentra la depuradora de la piscina. LA ZONA En la zona encontrará todos los servicios necesarios para el día a día, colegios guarderías e institutos, todo tipo de comercios y supermercados, polideportivo, piscinas, parques infantiles, centro de salud etc. FINANCIACIÓN Si necesitas financiación, no debes de preocuparte, en Remax Pisuerga podemos ayudarte a conseguir el 100% gracias a los acuerdos que nuestra compañía tiene con diferentes entidades financieras. NOTA: Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. El texto que se ofrece, junto con fotos y croquis del inmueble, está destinando a su uso como instrumento informativo. No tiene validez jurídica ninguna.","calle Pío Basanta, 86",-,Mojados,-,7,2,239,-,No,No,Sí,Sí,No,No,No,Sí,Sí,180000,1
105172289,"Casa de pueblo en calle de la Parra, 13",Casa Rural,"¿Estás buscando un lugar idílico para vivir o pasar tus vacaciones y fines de semana? En REMAX PISUERGA, desde 1998 en Valladolid, Tenemos en venta la casa perfecta para que la disfrutes con tu familia. ¡NO ESPERES MÁS! Tu nuevo hogar te está esperando. Se trata de una casa de pueblo muy especial en Urueña, conocido como La Villa del Libro, municipio medieval a tan solo media hora de Valladolid.  Es un lugar con un encanto único, catalogado como uno de los pueblos más bonitos de España.  Está situada en un entorno incomparable y te ofrece la oportunidad de vivir en un lugar tranquilo, con espectaculares vistas, cargado de historia y cultura, donde cada calle emana el carácter tradicional de un pueblo con siglos de historia. La casa tiene 2 plantas y cuenta con 4 amplias habitaciones, 2 baños.  Tiene una acogedora sala de estar con chimenea, cargada de detalles rústicos que resaltan su encanto original.  Dispone de cochera y un encantador patio interior con porche, que invita a disfrutar de los momentos de tranquilidad y relax. Una vivienda especial en un pueblo lleno de magia, rodeado de librerías y con un ambiente cultural único. No pierdas la oportunidad de vivir en uno de los pueblos más especiales de España. Llámanos para más información y pídenos una cita para visitarla RE/MAX Finance a través de convenios nacionales con las principales entidades bancarias, permite que nuestros clientes disfruten de mejores condiciones de financiación del mercado, y además, con la fórmula COMPRA+REFORMA tenemos la posibilidad de sumar los costes de la reforma de la vivienda a la hipoteca de compra. NOTA: El contenido que ofrece este anuncio, junto con las fotos y el croquis del inmueble es meramente informativo, no contractual ni vinculante y carece de validez jurídica.","calle de la Parra, 13",-,Urueña,-,4,2,281,-,No,No,No,No,Sí,Sí,No,Sí,Sí,155000,12
106145228,"Piso en calle Carromajada, 13",Piso,"Vivienda única por sus características, calidad constructiva, situación, amplias estancias y por disponer de una gran parcela privada, en la mejor urbanización de La Flecha. Dispone de 3 amplios dormitorios (2 con armarios empotrados), 2 baños completos (1 en la habitación principal), amplia cocina y un salón de 24 m2 con salida directa a una parcela privada de 95 m2 que diferencia y hace única la vivienda. Además incluye garaje y trastero, con acceso en ascensor desde el portal del edificio. La urbanización consta de 2 áreas de zonas verdes, una de 4.000 m2 a la que da la propia vivienda y otra de 6.000 m2 en la que se encuentran las piscinas, club social, vestuarios, pista de tenis, pista de pádel y pista multideporte. En la zona hay todo tipo de servicios (supermercados, colegios, polideportivo y piscinas municipales, restaurantes, centro de salud, etc) además de disponer de accesos cercanos a las principales vías de comunicación de Valladolid y autovías (A-62 y VA-30). Además se encuentra a 1 Km del Centro Comercial Rio Shopping, disponiendo de un puente para vehículos y peatones a escasos 300 metros de la vivienda.","calle Carromajada, 13",-,Arroyo de la Encomienda,La Flecha - Monasterio del Prado,3,2,105,Bajo,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,245000,22
